service_date,day_type,bus_boardings,rail_boardings,total_rides
12/23/16,W,676407,516584,1192991
12/24/16,A,391140,253926,645066
12/30/16,W,628159,524474,1152633
12/20/16,W,758686,668762,1427448
12/10/16,A,472855,424387,897242
12/17/16,A,445779,394366,840145
12/15/16,W,617119,624213,1241332
12/26/16,U,380189,292312,672501
12/14/16,W,734884,688959,1423843
12/8/16,W,790418,724726,1515144
12/7/16,W,831766,745626,1577392
12/31/16,A,433952,361268,795220
3/7/17,W,862784,751315,1614099
3/18/17,A,473609,404779,878388
1/3/17,W,690503,650650,1341153
3/28/17,W,846658,748201,1594859
1/8/17,U,290096,244060,534156
1/22/17,U,331138,272268,603406
3/12/17,U,336952,292240,629192
3/10/17,W,816750,730837,1547587
2/20/17,W,623736,557822,1181558
3/8/17,W,858498,751336,1609834
1/30/17,W,806014,715290,1521304
1/1/17,U,277926,292472,570398
3/20/17,W,802404,690624,1493028
1/15/17,U,328355,280852,609207
1/13/17,W,771359,698254,1469613
1/25/17,W,831467,743587,1575054
2/4/17,A,461743,370873,832616
1/20/17,W,798511,731616,1530127
3/13/17,W,761376,703982,1465358
2/27/17,W,837214,720932,1558146
3/19/17,U,371042,304418,675460
3/4/17,A,487500,401568,889068
2/3/17,W,782899,690415,1473314
3/14/17,W,712423,727042,1439465
3/24/17,W,821828,715787,1537615
3/17/17,W,804320,732007,1536327
3/6/17,W,823084,703811,1526895
2/12/17,U,358101,296805,654906
1/4/17,W,636491,639970,1276461
1/14/17,A,429614,363554,793168
3/29/17,W,837430,745915,1583345
1/11/17,W,803730,714551,1518281
1/17/17,W,829925,737976,1567901
1/21/17,A,488902,582031,1070933
1/18/17,W,835362,742180,1577542
2/1/17,W,883845,750500,1634345
1/10/17,W,773792,711194,1484986
2/14/17,W,870130,752585,1622715
1/29/17,U,304565,274728,579293
3/25/17,A,414644,356083,770727
2/18/17,A,512205,447059,959264
3/11/17,A,459826,493451,953277
3/23/17,W,802941,708026,1510967
3/15/17,W,822423,748703,1571126
2/10/17,W,832724,720483,1553207
3/22/17,W,816876,706282,1523158
2/21/17,W,848951,741773,1590724
3/16/17,W,827779,758060,1585839
2/5/17,U,351708,282731,634439
3/9/17,W,841498,748709,1590207
1/19/17,W,823901,743065,1566966
2/25/17,A,449817,374595,824412
2/28/17,W,823654,730508,1554162
1/6/17,W,591800,600277,1192077
2/17/17,W,841425,738941,1580366
1/31/17,W,828074,741389,1569463
1/5/17,W,611987,629939,1241926
2/24/17,W,820536,723532,1544068
1/9/17,W,781139,692776,1473915
2/16/17,W,831398,738525,1569923
3/21/17,W,835641,718304,1553945
3/26/17,U,340733,292995,633728
2/8/17,W,841278,737535,1578813
2/2/17,W,829125,736551,1565676
2/23/17,W,850254,751257,1601511
1/23/17,W,817750,724078,1541828
2/13/17,W,822007,702129,1524136
2/15/17,W,841181,735910,1577091
1/2/17,U,371865,314798,686663
1/7/17,A,362508,319746,682254
2/7/17,W,827885,734586,1562471
2/26/17,U,350829,287405,638234
2/11/17,A,497589,405211,902800
3/30/17,W,756598,718864,1475462
3/2/17,W,842926,741459,1584385
3/1/17,W,863043,742729,1605772
2/6/17,W,838312,713858,1552170
1/16/17,W,486791,435039,921830
1/28/17,A,439479,382131,821610
2/19/17,U,383581,328391,711972
3/27/17,W,825472,724012,1549484
3/3/17,W,851128,729461,1580589
3/5/17,U,364977,298189,663166
1/12/17,W,777149,714212,1491361
3/31/17,W,839312,737168,1576480
2/22/17,W,873309,758299,1631608
1/27/17,W,792183,715515,1507698
1/26/17,W,823395,750472,1573867
1/24/17,W,834979,742724,1577703
2/9/17,W,815353,726872,1542225
4/4/17,W,873844,763221,1637065
5/18/17,W,824327,775776,1600103
4/20/17,W,797055,758119,1555174
4/8/17,A,508239,452426,960665
5/2/17,W,846717,762139,1608856
5/16/17,W,843103,768941,1612044
4/17/17,W,809433,738426,1547859
4/3/17,W,840610,743301,1583911
4/27/17,W,807318,748983,1556301
5/10/17,W,821006,736258,1557264
4/7/17,W,765361,741568,1506929
5/8/17,W,829268,722987,1552255
5/4/17,W,836436,770199,1606635
5/31/17,W,827890,745189,1573079
5/1/17,W,847371,747837,1595208
5/3/17,W,890581,778089,1668670
4/15/17,A,506929,453975,960904
5/22/17,W,817334,744257,1561591
4/2/17,U,357643,319046,676689
5/23/17,W,799986,753184,1553170
4/29/17,A,405068,364346,769414
5/29/17,U,375171,336441,711612
4/11/17,W,736309,720080,1456389
5/17/17,W,835226,763055,1598281
5/27/17,A,492255,462129,954384
5/5/17,W,840819,771492,1612311
4/19/17,W,811178,757251,1568429
5/12/17,W,824305,745485,1569790
5/14/17,U,364734,313469,678203
5/15/17,W,805190,709882,1515072
4/10/17,W,695555,708408,1403963
4/23/17,U,373492,330832,704324
5/26/17,W,779960,691687,1471647
5/19/17,W,768158,726694,1494852
5/9/17,W,827183,738712,1565895
4/16/17,U,339738,293545,633283
4/18/17,W,848195,772115,1620310
5/13/17,A,504045,427964,932009
4/9/17,U,388435,336277,724712
4/12/17,W,754940,757854,1512794
5/20/17,A,441093,396705,837798
4/6/17,W,822266,771468,1593734
4/1/17,A,517493,433603,951096
4/14/17,W,692506,676016,1368522
4/13/17,W,723724,745720,1469444
5/21/17,U,366609,350024,716633
5/24/17,W,820511,762453,1582964
4/22/17,A,493687,467485,961172
5/25/17,W,829938,776776,1606714
4/5/17,W,755345,732462,1487807
5/28/17,U,366179,344784,710963
5/7/17,U,370985,334930,705915
5/6/17,A,502922,460695,963617
4/21/17,W,819393,753932,1573325
4/30/17,U,307608,269345,576953
4/25/17,W,860569,761180,1621749
4/26/17,W,838762,757859,1596621
5/30/17,W,802596,722529,1525125
5/11/17,W,832163,755558,1587721
4/24/17,W,830257,736639,1566896
4/28/17,W,830500,740579,1571079
6/4/17,U,400326,384010,784336
6/26/17,W,738507,722154,1460661
6/3/17,A,523471,495282,1018753
7/11/17,W,771348,735051,1506399
7/24/17,W,744976,765597,1510573
7/23/17,U,380247,372309,752556
6/25/17,U,390267,513970,904237
6/6/17,W,845564,787009,1632573
6/18/17,U,390193,338474,728667
6/9/17,W,833135,822483,1655618
6/7/17,W,846730,793617,1640347
7/28/17,W,754679,738168,1492847
6/27/17,W,763875,751340,1515215
7/5/17,W,746019,733914,1479933
7/17/17,W,754669,741094,1495763
6/28/17,W,722682,733693,1456375
6/29/17,W,747180,778070,1525250
6/20/17,W,801344,781004,1582348
6/23/17,W,729483,747333,1476816
7/14/17,W,748691,762728,1511419
7/30/17,U,385002,349892,734894
6/14/17,W,786388,742346,1528734
6/1/17,W,860327,771134,1631461
7/27/17,W,770692,770016,1540708
6/22/17,W,733128,745336,1478464
7/25/17,W,765040,772350,1537390
7/7/17,W,749664,780389,1530053
6/12/17,W,808630,753763,1562393
7/18/17,W,776582,754149,1530731
6/16/17,W,785270,739069,1524339
6/19/17,W,755955,739609,1495564
7/6/17,W,755516,784948,1540464
6/11/17,U,406991,440096,847087
7/15/17,A,511540,495618,1007158
6/15/17,W,830091,777758,1607849
7/4/17,U,407991,389791,797782
6/5/17,W,838839,768461,1607300
6/10/17,A,525084,558726,1083810
7/21/17,W,733117,762529,1495646
6/21/17,W,758596,776244,1534840
7/16/17,U,371692,374578,746270
7/8/17,A,517165,518674,1035839
7/29/17,A,496951,462430,959381
7/12/17,W,694204,702581,1396785
7/10/17,W,719494,695215,1414709
6/8/17,W,821372,805398,1626770
7/26/17,W,769890,755604,1525494
7/31/17,W,732690,707434,1440124
6/2/17,W,861203,796256,1657459
7/19/17,W,769368,750889,1520257
6/17/17,A,486358,419764,906122
7/22/17,A,485978,471542,957520
6/13/17,W,817478,764155,1581633
7/1/17,A,514092,488429,1002521
7/13/17,W,773047,751562,1524609
6/30/17,W,763402,760380,1523782
6/24/17,A,504647,482168,986815
7/2/17,U,398108,364979,763087
7/3/17,W,669915,543712,1213627
7/20/17,W,716096,726632,1442728
7/9/17,U,400539,402561,803100
9/19/17,W,861844,786075,1647919
9/6/17,W,854979,785896,1640875
10/23/17,W,802893,750619,1553512
10/16/17,W,867372,776457,1643829
8/24/17,W,749315,748046,1497361
10/9/17,W,712539,752125,1464664
8/4/17,W,732776,827248,1560024
9/4/17,U,375104,326524,701628
9/9/17,A,511569,488232,999801
8/21/17,W,707640,675484,1383124
8/5/17,A,503623,546783,1050406
9/12/17,W,883298,813900,1697198
9/15/17,W,871656,838001,1709657
9/11/17,W,861907,767744,1629651
9/18/17,W,866120,772443,1638563
8/8/17,W,761850,735234,1497084
8/29/17,W,783337,763274,1546611
8/30/17,W,801205,779477,1580682
8/27/17,U,358840,336109,694949
10/7/17,A,484231,469808,954039
10/17/17,W,882601,819635,1702236
10/22/17,U,344543,320608,665151
10/8/17,U,374005,539097,913102
10/25/17,W,876000,794572,1670572
8/12/17,A,505271,477767,983038
10/29/17,U,355321,320982,676303
10/13/17,W,879791,796714,1676505
8/23/17,W,763384,719511,1482895
9/14/17,W,874356,838725,1713081
10/27/17,W,833348,769792,1603140
10/6/17,W,841999,805746,1647745
10/4/17,W,889343,798360,1687703
9/29/17,W,898739,811721,1710460
8/6/17,U,376669,430711,807380
10/20/17,W,862656,796878,1659534
9/2/17,A,512150,481961,994111
8/10/17,W,747519,745430,1492949
9/22/17,W,854042,781053,1635095
8/26/17,A,487453,446049,933502
8/17/17,W,722939,751673,1474612
8/1/17,W,789859,773470,1563329
8/2/17,W,771256,811636,1582892
10/19/17,W,876423,848003,1724426
9/25/17,W,861042,767660,1628702
10/2/17,W,877992,767540,1645532
10/31/17,W,843988,758455,1602443
8/14/17,W,722238,716772,1439010
10/24/17,W,812947,769526,1582473
10/30/17,W,837676,753860,1591536
10/12/17,W,870996,810442,1681438
10/14/17,A,376288,368266,744554
8/3/17,W,763271,834427,1597698
9/24/17,U,378420,351102,729522
9/5/17,W,893214,763159,1656373
10/10/17,W,874192,822023,1696215
9/23/17,A,499368,464903,964271
8/15/17,W,774523,700422,1474945
8/22/17,W,741370,697126,1438496
10/28/17,A,472503,422323,894826
8/20/17,U,395932,381042,776974
10/26/17,W,872176,805362,1677538
8/11/17,W,746418,756699,1503117
9/20/17,W,887017,795055,1682072
8/16/17,W,739357,734845,1474202
8/18/17,W,741688,751342,1493030
8/31/17,W,791635,785637,1577272
10/5/17,W,889166,816694,1705860
8/9/17,W,759657,732813,1492470
9/30/17,A,524516,482974,1007490
10/1/17,U,389470,361156,750626
8/7/17,W,733495,704247,1437742
9/3/17,U,417707,410951,828658
9/26/17,W,877350,791462,1668812
9/7/17,W,867162,801972,1669134
10/18/17,W,888806,831089,1719895
8/19/17,A,510200,488523,998723
9/27/17,W,882592,796822,1679414
9/21/17,W,859255,788217,1647472
9/17/17,U,386719,379480,766199
10/21/17,A,520339,481334,1001673
8/13/17,U,384338,351048,735386
10/15/17,U,362392,335609,698001
9/10/17,U,383625,375160,758785
9/16/17,A,517447,521275,1038722
8/25/17,W,749192,741123,1490315
9/13/17,W,876445,813293,1689738
10/3/17,W,921022,794082,1715104
8/28/17,W,761796,740387,1502183
9/8/17,W,849319,809597,1658916
9/28/17,W,881438,809624,1691062
10/11/17,W,850229,817909,1668138
11/2/17,W,864434,794788,1659222
11/17/17,W,836442,779012,1615454
11/12/17,U,341066,303087,644153
11/29/17,W,850702,761131,1611833
11/15/17,W,826138,770507,1596645
11/4/17,A,450968,393884,844852
11/8/17,W,875619,796870,1672489
11/14/17,W,862352,781533,1643885
11/19/17,U,359562,330196,689758
11/25/17,A,425522,369396,794918
11/24/17,W,503847,415069,918916
11/21/17,W,825182,745801,1570983
11/28/17,W,847910,753208,1601118
11/10/17,W,741017,721331,1462348
11/5/17,U,359176,312232,671408
11/1/17,W,881053,780670,1661723
11/22/17,W,677643,620904,1298547
11/3/17,W,815500,755771,1571271
11/18/17,A,426814,429256,856070
11/30/17,W,850783,772769,1623552
11/13/17,W,846572,758107,1604679
11/6/17,W,866671,772803,1639474
11/27/17,W,839274,726945,1566219
11/20/17,W,840370,747181,1587551
11/16/17,W,831869,773696,1605565
11/9/17,W,860819,800535,1661354
11/7/17,W,871211,785554,1656765
11/26/17,U,336930,290753,627683
11/23/17,U,263654,208426,472080
11/11/17,A,461927,427100,889027
12/9/17,A,439827,405822,845649
12/7/17,W,794129,741934,1536063
12/26/17,W,398823,327742,726565
12/29/17,W,552051,466865,1018916
12/20/17,W,798144,683898,1482042
12/13/17,W,800995,715178,1516173
12/31/17,U,274143,235949,510092
12/3/17,U,378519,338558,717077
12/10/17,U,336156,295505,631661
12/5/17,W,822703,737397,1560100
12/17/17,U,351260,296372,647632
12/6/17,W,829498,742215,1571713
12/16/17,A,484468,419897,904365
12/8/17,W,805911,739840,1545751
12/21/17,W,769444,659956,1429400
12/4/17,W,855387,739950,1595337
12/19/17,W,812618,697684,1510302
12/24/17,U,275937,205801,481738
12/30/17,A,335207,276381,611588
12/27/17,W,466856,416016,882872
12/2/17,A,511676,461699,973375
12/15/17,W,780679,700482,1481161
12/25/17,U,164256,118654,282910
12/22/17,W,727262,586190,1313452
12/11/17,W,807879,706163,1514042
12/14/17,W,790977,722667,1513644
12/18/17,W,784151,675289,1459440
12/12/17,W,783312,709949,1493261
12/1/17,W,890982,785058,1676040
12/28/17,W,509850,456611,966461
12/23/17,A,438917,324065,762982
3/1/18,W,807973,724095,1532068
2/4/18,U,279353,232906,512259
3/19/18,W,807848,709194,1517042
3/31/18,A,428294,349132,777426
1/1/18,U,199845,195520,395365
3/20/18,W,808168,710058,1518226
3/11/18,U,339755,286948,626703
2/20/18,W,786356,718493,1504849
2/21/18,W,831241,740388,1571629
1/2/18,W,507648,514174,1021822
1/10/18,W,783008,695123,1478131
3/8/18,W,813217,734447,1547664
2/3/18,A,435554,344309,779863
1/9/18,W,780104,684704,1464808
1/31/18,W,815252,729419,1544671
3/13/18,W,808848,731938,1540786
1/3/18,W,598578,587740,1186318
1/17/18,W,787021,713680,1500701
2/6/18,W,783522,708071,1491593
2/13/18,W,832686,743502,1576188
3/16/18,W,808945,738857,1547802
3/10/18,A,471143,394014,865157
1/19/18,W,784287,701290,1485577
3/28/18,W,719691,695373,1415064
2/8/18,W,782384,727764,1510148
1/20/18,A,438286,449322,887608
3/18/18,U,361391,320742,682133
1/6/18,A,372807,292077,664884
1/22/18,W,781955,711848,1493803
2/14/18,W,846174,756475,1602649
3/29/18,W,692129,686014,1378143
3/24/18,A,424609,389468,814077
3/27/18,W,688138,684664,1372802
3/12/18,W,798061,715220,1513281
3/7/18,W,829608,731992,1561600
2/11/18,U,294675,260148,554823
2/24/18,A,461537,387230,848767
3/2/18,W,838965,719445,1558410
3/30/18,W,672341,608535,1280876
3/17/18,A,471682,607823,1079505
2/27/18,W,846696,743269,1589965
1/14/18,U,291206,245376,536582
2/9/18,W,480347,490054,970401
2/26/18,W,825842,718649,1544491
2/17/18,A,438472,383764,822236
1/15/18,W,463868,419604,883472
2/28/18,W,837820,736868,1574688
3/9/18,W,806152,712092,1518244
1/12/18,W,730031,643915,1373946
1/27/18,A,455974,384419,840393
3/6/18,W,818087,723274,1541361
1/4/18,W,594414,591081,1185495
1/26/18,W,806770,722671,1529441
2/25/18,U,347690,292093,639783
2/15/18,W,819948,746521,1566469
1/13/18,A,392644,323263,715907
3/5/18,W,793241,686228,1479469
3/4/18,U,360783,288394,649177
2/22/18,W,833819,743449,1577268
2/12/18,W,771383,692183,1463566
3/22/18,W,807829,722634,1530463
1/25/18,W,813348,743858,1557206
1/11/18,W,774197,695496,1469693
3/15/18,W,829652,754110,1583762
2/19/18,W,569983,523621,1093604
1/24/18,W,808026,732420,1540446
3/26/18,W,685230,660176,1345406
3/14/18,W,834401,747391,1581792
2/23/18,W,820477,720769,1541246
3/3/18,A,489631,400158,889789
1/8/18,W,755777,664263,1420040
3/21/18,W,815911,715243,1531154
1/7/18,U,284438,226604,511042
1/16/18,W,779194,710906,1490100
2/10/18,A,399759,351548,751307
3/23/18,W,789868,699928,1489796
1/28/18,U,320779,268995,589774
2/16/18,W,803410,725091,1528501
1/30/18,W,801986,723334,1525320
2/1/18,W,824632,724399,1549031
2/2/18,W,706351,657689,1364040
2/5/18,W,734272,675368,1409640
2/7/18,W,790600,714000,1504600
1/18/18,W,788150,720369,1508519
1/23/18,W,795146,733662,1528808
1/5/18,W,597163,572525,1169688
1/21/18,U,316648,259818,576466
2/18/18,U,345438,299983,645421
3/25/18,U,331496,306710,638206
1/29/18,W,774310,699889,1474199
4/24/18,W,826998,743776,1570774
6/22/18,W,669210,689577,1358787
6/30/18,A,473766,468103,941869
4/26/18,W,837802,777534,1615336
4/9/18,W,773663,708735,1482398
6/10/18,U,332042,339387,671429
5/11/18,W,788585,744337,1532922
5/26/18,A,474011,472471,946482
4/27/18,W,812960,752386,1565346
4/19/18,W,774579,749646,1524225
5/30/18,W,793348,716886,1510234
4/13/18,W,729175,716600,1445775
5/2/18,W,834718,752143,1586861
5/6/18,U,359516,315030,674546
6/17/18,U,351730,324959,676689
5/22/18,W,819740,762899,1582639
6/20/18,W,741682,763084,1504766
4/14/18,A,417189,374923,792112
4/2/18,W,782016,688114,1470130
6/2/18,A,496149,437154,933303
6/29/18,W,748648,755938,1504586
5/18/18,W,784606,717590,1502196
6/11/18,W,781557,724255,1505812
4/10/18,W,798350,748682,1547032
4/22/18,U,348195,294515,642710
4/1/18,U,305848,238356,544204
5/9/18,W,803570,756378,1559948
5/21/18,W,709633,669968,1379601
5/10/18,W,838748,762718,1601466
5/12/18,A,440554,392468,833022
5/28/18,U,364119,325534,689653
4/8/18,U,335409,283411,618820
4/29/18,U,354456,327855,682311
6/15/18,W,775628,735211,1510839
4/15/18,U,300857,258277,559134
5/8/18,W,841014,781451,1622465
5/31/18,W,819988,753062,1573050
6/21/18,W,628563,683599,1312162
6/26/18,W,714896,717661,1432557
4/25/18,W,838143,748866,1587009
5/29/18,W,797433,716137,1513570
5/19/18,A,461266,408091,869357
6/16/18,A,472932,441274,914206
6/18/18,W,742447,722983,1465430
6/23/18,A,487366,452638,940004
4/23/18,W,810268,712596,1522864
4/17/18,W,830925,759128,1590053
5/5/18,A,506199,443358,949557
5/4/18,W,830802,736342,1567144
6/14/18,W,795923,754502,1550425
6/13/18,W,783799,759987,1543786
6/6/18,W,820198,778486,1598684
6/7/18,W,821694,798516,1620210
4/4/18,W,823619,738079,1561698
6/12/18,W,807427,750111,1557538
6/8/18,W,779201,766692,1545893
4/16/18,W,773294,704714,1478008
4/12/18,W,836193,775422,1611615
4/6/18,W,792532,721169,1513701
5/15/18,W,809607,728488,1538095
4/5/18,W,817204,753661,1570865
6/24/18,U,382787,515034,897821
4/21/18,A,455577,392721,848298
6/4/18,W,820746,726476,1547222
6/28/18,W,751395,758891,1510286
5/7/18,W,821267,742969,1564236
4/3/18,W,816056,720417,1536473
6/3/18,U,383320,342776,726096
5/24/18,W,813320,757935,1571255
5/16/18,W,824209,733303,1557512
5/27/18,U,382202,375810,758012
5/14/18,W,742924,686671,1429595
5/1/18,W,876677,777780,1654457
5/17/18,W,807735,743467,1551202
4/18/18,W,783296,728207,1511503
6/1/18,W,851045,773824,1624869
4/30/18,W,817980,746550,1564530
5/20/18,U,321817,288853,610670
5/23/18,W,827983,774273,1602256
4/7/18,A,466492,404650,871142
6/25/18,W,730834,709948,1440782
5/25/18,W,797393,730669,1528062
6/27/18,W,734332,744015,1478347
6/5/18,W,826465,778366,1604831
5/3/18,W,840135,744199,1584334
4/11/18,W,849255,770269,1619524
4/28/18,A,480130,426851,906981
6/9/18,A,464236,475218,939454
6/19/18,W,779092,768531,1547623
5/13/18,U,335726,306051,641777
4/20/18,W,812450,735681,1548131
7/1/18,U,353385,329670,683055
7/2/18,W,734869,678249,1413118
7/3/18,W,771705,716848,1488553
7/4/18,U,384885,366963,751848
7/5/18,W,652746,615715,1268461
7/6/18,W,720068,699130,1419198
7/7/18,A,485369,439367,924736
7/8/18,U,376335,346489,722824
7/9/18,W,742452,704612,1447064
7/10/18,W,766160,742163,1508323
7/11/18,W,772083,765257,1537340
7/12/18,W,755211,766466,1521677
7/13/18,W,753196,784018,1537214
7/14/18,A,471688,455259,926947
7/15/18,U,380142,378006,758148
7/16/18,W,731999,700335,1432334
7/17/18,W,768143,739651,1507794
7/18/18,W,770336,745511,1515847
7/19/18,W,765291,780813,1546104
7/20/18,W,721413,762815,1484228
7/21/18,A,469280,483657,952937
7/22/18,U,339813,357484,697297
7/23/18,W,742296,746950,1489246
7/24/18,W,766503,775343,1541846
7/25/18,W,763505,768014,1531519
7/26/18,W,758033,781151,1539184
7/27/18,W,729506,741794,1471300
7/28/18,A,484064,453186,937250
7/29/18,U,374591,354824,729415
7/30/18,W,718899,721661,1440560
7/31/18,W,733107,729861,1462968
8/1/18,W,778530,757280,1535810
8/2/18,W,743458,861954,1605412
8/3/18,W,765341,831628,1596969
8/4/18,A,480664,521622,1002286
8/5/18,U,368543,423810,792353
8/6/18,W,688147,687412,1375559
8/7/18,W,710000,702495,1412495
8/8/18,W,737497,726837,1464334
8/9/18,W,725134,727089,1452223
8/10/18,W,728844,757214,1486058
8/11/18,A,498035,485775,983810
8/12/18,U,372421,371962,744383
8/13/18,W,705028,681926,1386954
8/14/18,W,722447,739143,1461590
8/15/18,W,710743,720004,1430747
8/16/18,W,720279,712077,1432356
8/17/18,W,702584,697625,1400209
8/18/18,A,493509,469340,962849
8/19/18,U,380140,357318,737458
8/20/18,W,668029,672736,1340765
8/21/18,W,714668,705759,1420427
8/22/18,W,747818,711067,1458885
8/23/18,W,751380,748147,1499527
8/24/18,W,692290,698828,1391118
8/25/18,A,472537,437488,910025
8/26/18,U,358918,344736,703654
8/27/18,W,751100,740835,1491935
8/28/18,W,751236,764285,1515521
8/29/18,W,752668,767691,1520359
8/30/18,W,776906,780357,1557263
8/31/18,W,773345,726643,1499988
9/1/18,A,457556,415563,873119
9/2/18,U,393446,368715,762161
9/3/18,U,330488,293772,624260
9/4/18,W,864262,756397,1620659
9/5/18,W,854763,785143,1639906
9/6/18,W,819596,786139,1605735
9/7/18,W,814560,796057,1610617
9/8/18,A,486855,460892,947747
9/9/18,U,361946,329445,691391
9/10/18,W,844530,792245,1636775
9/11/18,W,861007,818737,1679744
9/12/18,W,865443,835997,1701440
9/13/18,W,851071,821484,1672555
9/14/18,W,841332,833730,1675062
9/15/18,A,498240,505429,1003669
9/16/18,U,375988,375547,751535
9/17/18,W,839178,794968,1634146
9/18/18,W,846003,796654,1642657
9/19/18,W,844257,786851,1631108
9/20/18,W,840571,812664,1653235
9/21/18,W,829287,806274,1635561
9/22/18,A,497023,464531,961554
9/23/18,U,373382,331323,704705
9/24/18,W,829917,806181,1636098
9/25/18,W,843206,813982,1657188
9/26/18,W,868419,838474,1706893
9/27/18,W,858664,847133,1705797
9/28/18,W,824823,816264,1641087
9/29/18,A,492591,500479,993070
9/30/18,U,365436,362732,728168
10/1/18,W,878697,808415,1687112
10/2/18,W,870588,824655,1695243
10/3/18,W,910415,829500,1739915
10/4/18,W,875646,845234,1720880
10/5/18,W,798129,781321,1579450
10/6/18,A,471199,466775,937974
10/7/18,U,325617,510071,835688
10/8/18,W,700116,719617,1419733
10/9/18,W,882871,813161,1696032
10/10/18,W,831398,794576,1625974
10/11/18,W,860410,817569,1677979
10/12/18,W,824598,776261,1600859
10/13/18,A,494592,466427,961019
10/14/18,U,362011,332403,694414
10/15/18,W,836275,778324,1614599
10/16/18,W,856815,802082,1658897
10/17/18,W,866716,807188,1673904
10/18/18,W,858568,814542,1673110
10/19/18,W,814805,774539,1589344
10/20/18,A,464296,439297,903593
10/21/18,U,353981,332004,685985
10/22/18,W,841090,769144,1610234
10/23/18,W,858222,793605,1651827
10/24/18,W,855770,795929,1651699
10/25/18,W,846179,802796,1648975
10/26/18,W,842904,777822,1620726
10/27/18,A,492859,435508,928367
10/28/18,U,334541,315184,649725
10/29/18,W,835732,766123,1601855
10/30/18,W,851167,785017,1636184
10/31/18,W,840619,776366,1616985
11/1/18,W,866316,798312,1664628
11/2/18,W,785859,754310,1540169
11/3/18,A,513626,428523,942149
11/4/18,U,322036,291311,613347
11/5/18,W,853379,770186,1623565
11/6/18,W,836999,764653,1601652
11/7/18,W,841086,783160,1624246
11/8/18,W,841232,797333,1638565
11/9/18,W,796310,751427,1547737
11/10/18,A,465852,385710,851562
11/11/18,U,344050,304712,648762
11/12/18,W,652992,652215,1305207
11/13/18,W,824479,769160,1593639
11/14/18,W,820013,766177,1586190
11/15/18,W,768946,764868,1533814
11/16/18,W,816628,783218,1599846
11/17/18,A,437661,453688,891349
11/18/18,U,339408,316014,655422
11/19/18,W,803920,740162,1544082
11/20/18,W,807383,741467,1548850
11/21/18,W,649866,605419,1255285
11/22/18,U,244365,196549,440914
11/23/18,W,473453,393241,866694
11/24/18,A,407870,347967,755837
11/25/18,U,285466,246992,532458
11/26/18,W,681371,647084,1328455
11/27/18,W,788682,742355,1531037
11/28/18,W,804497,749760,1554257
11/29/18,W,809744,764611,1574355
11/30/18,W,840494,760471,1600965
12/1/18,A,428105,359088,787193
12/2/18,U,339157,285153,624310
12/3/18,W,831431,731079,1562510
12/4/18,W,835143,745696,1580839
12/5/18,W,816399,736966,1553365
12/6/18,W,820745,757102,1577847
12/7/18,W,785144,731440,1516584
12/8/18,A,456911,399714,856625
12/9/18,U,346457,291673,638130
12/10/18,W,794682,706501,1501183
12/11/18,W,817284,731059,1548343
12/12/18,W,809305,727070,1536375
12/13/18,W,804783,738003,1542786
